case_id,state,district,referral_date,referral_source,child_age_group,case_type,risk_level,outreach_attempts,service_provided,follow_up_status,case_status,support_amount_inr,days_to_first_contact,outcome_category
CWI-003574,Maharashtra,Pune,2023-02-06,NGO Partner,0-5,Emergency Shelter,Medium,4,Family Counseling,Completed,Closed,4154,1,Referred to Specialist Agency
CWI-008742,West Bengal,Kolkata,2024-11-18,Community Worker,11-14,Education Support,Medium,6,Education Kit,Pending,Closed,3163,0,Ongoing Support Needed
CWI-008912,Maharashtra,Thane,2023-10-21,Community Worker,11-14,Health/Nutrition,Low,1,Legal Aid Referral,In Progress,Closed,2540,2,Unable to Verify Outcome
CWI-004818,Maharahstra,Pune,2023-12-08,Community Worker,0-5,Education Support,Medium,3,Medical Referral,Completed,Closed,5412,1,Referred to Specialist Agency
CWI-006436,Tamil Nadu,Tiruchirappalli,2024-02-14,School,0-5,Education Support,Low,3,Legal Aid Referral,Pending,Open,3325,9,Stabilized
CWI-002987,telangana,Warangal,2024-05-31,NGO Partner,11-14,Protection Concern,High,1,Education Kit,In Progress,Closed,7291,1,Improved Access to Services
CWI-007839,Kerala,Kozhikode,2023-10-14,Self/Family,15-17,Education Support,High,7,Cash Support,Completed,Referred,4340,7,Improved Access to Services
CWI-000705,Karnataka,Mysuru,2024-07-26,School,11-14,Protection Concern,Low,4,Medical Referral,Completed,Closed,3939,1,Stabilized
CWI-002281,Maharashtra,Mumbai,2025-04-25,Childline/Helpline,11-14,Protection Concern,Medium,2,Shelter Referral,In Progress,Open,3715,8,Stabilized
CWI-008735,kerala,Kollam,2024-01-02,Police,6-10,Protection Concern,Low,4,Education Kit,Unable to Contact,Closed,2548,8,Improved Access to Services
CWI-004148,west bengal,Siliguri,2025-04-29,School,6-10,Education Support,High,3,Legal Aid Referral,Completed,Escalated,3013,4,Referred to Specialist Agency
CWI-005413,Tamil Nadu,Madurai,2023-10-07,Healthcare Facility,15-17,Mental Health Support,Medium,2,Legal Aid Referral,Pending,reffered,7425,8,Ongoing Support Needed
CWI-000374,Tamil Nadu,Chennai,2023-07-18,Healthcare Facility,0-5,Education Support,High,2,Legal Aid Referral,Completed,Closed,3962,1,Referred to Specialist Agency
CWI-006495,Kerala,Thiruvananthapuram,2024-12-23,Police,11-14,Protection Concern,Low,3,Nutrition Support,In Progress,Closed,2042,8,Referred to Specialist Agency
CWI-009224,West Bengal,Siliguri,2023-09-15,School,0-5,Protection Concern,Medium,2,Family Counseling,Completed,Open,5780,0,Ongoing Support Needed
CWI-002586,Maharashtra,Mumbai,2023-05-20,School,6-10,Health/Nutrition,Low,4,Legal Aid Referral,Completed,Open,1481,10,Unable to Verify Outcome
CWI-001333,Delhi,West Delhi,2023-11-16,Community Worker,6-10,Protection Concern,High,4,Cash Support,Unable to Contact,Open,3809,4,Referred to Specialist Agency
CWI-009573,maharashtra,Mumbai,2024-07-10,NGO Partner,6-10,Protection Concern,Low,4,Medical Referral,In Progress,Closed,1805,8,Improved Access to Services
CWI-005283,Uttar pradesh,Lucknow,2023-04-04,School,11-14,Family Reintegration,Medium,5,Nutrition Support,In Progress,Closed,2446,0,Stabilized
CWI-009132,kerala,Thiruvananthapuram,2025-11-16,Childline/Helpline,15-17,Health/Nutrition,Low,4,Counseling,Completed,Referred,3457,0,Unable to Verify Outcome
CWI-008316,Delhi,North Delhi,2025-10-21,Community Worker,11-14,Education Support,Medium,2,Family Counseling,Completed,Closed,6059,5,Ongoing Support Needed
CWI-009810,Kerala,Thiruvananthapuram,2024-09-07,Healthcare Facility,6-10,Education Support,Critical,2,Medical Referral,Unable to Contact,Open,8212,0,Ongoing Support Needed
CWI-001785,Karnataka,Belagavi,2023-06-22,NGO Partner,11-14,Education Support,High,2,Counseling,Completed,Open,7460,4,Unable to Verify Outcome
CWI-003183,Maharashtra,Nashik,2023-05-25,School,6-10,Emergency Shelter,Low,1,Legal Aid Referral,In Progress,Closed,3044,7,Stabilized
CWI-000495,rajasthan,Jaipur,2024-12-11,School,0-5,Health/Nutrition,Medium,4,Medical Referral,Completed,Escalated,4505,9,Ongoing Support Needed
CWI-007364,Rajasthan,Jaipur,2024-06-25,NGO Partner,0-5,Education Support,Low,3,Medical Referral,Completed,Closed,3947,9,Improved Access to Services
CWI-002861,Maharashtra,Nagpur,2025-10-20,Self/Family,6-10,Family Reintegration,High,8,Family Counseling,Completed,Open,6197,2,Ongoing Support Needed
CWI-007930,West Bengal,Darjeeling,2025-02-06,Community Worker,11-14,Protection Concern,Critical,1,Cash Support,Completed,Closed,6512,0,Unable to Verify Outcome
CWI-004042,Kerala,Thiruvananthapuram,2024-03-29,Police,11-14,Emergency Shelter,High,2,Family Counseling,In Progress,Referred,6448,4,Unable to Verify Outcome
CWI-007179,UP,Lucknow,2025-08-22,School,0-5,Protection Concern,Low,1,Medical Referral,Completed,Escalated,1726,1,Stabilized
CWI-002898,Karnataka,Belagavi,2024-06-05,Healthcare Facility,6-10,Protection Concern,Medium,2,Counseling,In Progress,Closed,4919,2,Improved Access to Services
CWI-000367,Rajasthan,Kota,2025-08-30,Childline/Helpline,6-10,Mental Health Support,Medium,3,Family Counseling,Pending,Closed,5363,11,Stabilized
CWI-000850,Uttar Pradesh,Prayagraj,2023-06-11,School,15-17,Emergency Shelter,Medium,1,Counseling,Completed,OPEN,2632,10,Stabilized
CWI-007441,Uttar Pradesh,Kanpur,2023-11-07,School,0-5,Protection Concern,Medium,2,Nutrition Support,Completed,Closed,2389,2,Ongoing Support Needed
CWI-009455,Delhi,East Delhi,2025-11-04,Police,15-17,Health/Nutrition,Medium,3,Counseling,Completed,Open,6434,1,Stabilized
CWI-004302,Kerala,Kollam,2024-01-15,NGO Partner,15-17,Family Reintegration,Critical,5,Medical Referral,Completed,Closed,8870,1,Stabilized
CWI-002654,Kerala,Thrissur,2023-04-06,Police,11-14,Family Reintegration,Medium,5,Nutrition Support,In Progress,open,5294,5,Unable to Verify Outcome
CWI-003504,West Bengal,Darjeeling,2025-06-05,School,0-5,Protection Concern,High,2,Counseling,Completed,Open,4579,3,Referred to Specialist Agency
CWI-001542,Karnataka,Bengaluru Urban,2025-01-20,School,6-10,Mental Health Support,Medium,2,Counseling,Completed,Closed,4277,8,Stabilized
CWI-004166,Karnataka,Dharwad,2024-01-17,NGO Partner,6-10,Family Reintegration,Medium,1,Counseling,Pending,Open,1275,3,Stabilized
CWI-008867,Andhra Pradesh,Tirupati,2023-12-15,Healthcare Facility,11-14,Education Support,Medium,2,Family Counseling,In Progress,Closed,5731,3,Stabilized
CWI-000323,Tamil Nadu,,2025-01-24,Police,11-14,Education Support,Low,5,Family Counseling,Completed,Closed,3517,6,Improved Access to Services
CWI-002032,Maharashtra,Pune,2024-12-15,Healthcare Facility,6-10,Emergency Shelter,Medium,5,Family Counseling,Pending,Open,4354,0,Stabilized
CWI-000814,Delhi,South Delhi,2025-06-04,Self/Family,11-14,Health/Nutrition,Medium,1,Shelter Referral,Pending,Open,2820,7,Improved Access to Services
CWI-008940,Uttar pradesh,Agra,2023-09-21,NGO Partner,6-10,Education Support,High,6,Family Counseling,Completed,Open,6043,3,Ongoing Support Needed
CWI-009376,Karnataka,Mysuru,2025-07-13,NGO Partner,0-5,Protection Concern,Medium,6,Counseling,Completed,Escalate,3366,8,Improved Access to Services
CWI-001080,Tamil Nadu,Chennai,2025-08-06,NGO Partner,6-10,Health/Nutrition,Medium,3,Family Counseling,Completed,Escalated,3321,11,Referred to Specialist Agency
CWI-002227,Kerala,Kochi,2023-06-24,Community Worker,6-10,Family Reintegration,High,2,Education Kit,In Progress,Escalated,6093,2,Ongoing Support Needed
CWI-009137,maharashtra,Pune,2025-11-16,Childline/Helpline,6-10,Mental Health Support,Low,1,Counseling,Completed,Closed,100,3,Ongoing Support Needed
CWI-009532,West Bengal,Kolkata,2025-02-27,School,6-10,Protection Concern,Medium,1,Nutrition Support,Completed,Open,8158,1,Improved Access to Services
CWI-002706,Maharashtra,Nashik,2023-04-23,NGO Partner,11-14,Health/Nutrition,Medium,5,Education Kit,Completed,Referred,4296,1,Referred to Specialist Agency
CWI-006825,Delhi,West Delhi,2025-06-04,Community Worker,0-5,Mental Health Support,Low,2,Counseling,In Progress,Closed,2342,7,Stabilized
CWI-007557,Tamil nadu,Madurai,2023-05-27,NGO Partner,6-10,Family Reintegration,Low,3,Legal Aid Referral,Completed,Open,3255,0,Stabilized
CWI-001165,Andhra Pradesh,Visakhapatnam,2023-05-26,Community Worker,11-14,Mental Health Support,Low,3,Family Counseling,Unable to Contact,Closed,2150,1,Stabilized
CWI-003262,West Bengal,Kolkata,2023-07-22,Community Worker,6-10,Education Support,High,2,Education Kit,Completed,Closed,6126,3,Stabilized
CWI-004688,Maharashtra,Thane,2025-09-15,Self/Family,6-10,Health/Nutrition,Low,3,Education Kit,Completed,Open,1573,5,Ongoing Support Needed
CWI-001451,Rajasthan,Ajmer,2023-06-08,Healthcare Facility,6-10,Mental Health Support,Medium,4,Legal Aid Referral,Completed,Open,1854,6,Improved Access to Services
CWI-003863,West Bengal,Howrah,2023-03-18,NGO Partner,0-5,Emergency Shelter,Low,3,Family Counseling,Completed,Closed,100,1,Referred to Specialist Agency
CWI-006104,Rajasthan,Ajmer,2023-02-09,NGO Partner,15-17,Protection Concern,Medium,5,Family Counseling,In Progress,Closed,4024,5,Ongoing Support Needed
CWI-009216,kerala,Kochi,2023-01-01,Childline/Helpline,6-10,Education Support,Medium,4,Education Kit,Completed,Closed,1475,0,Stabilized
CWI-007121,Maharashtra,Thane,2023-02-25,Childline/Helpline,11-14,Protection Concern,High,3,Legal Aid Referral,Completed,Closed,2209,5,Improved Access to Services
CWI-006399,Delhi,West Delhi,2025-03-23,NGO Partner,6-10,Health/Nutrition,Medium,3,Counseling,In Progress,Closed,5203,3,Stabilized
CWI-009589,Rajasthan,Jaipur,2024-12-02,Childline/Helpline,11-14,Emergency Shelter,Medium,3,Shelter Referral,Completed,Open,6862,2,Referred to Specialist Agency
CWI-006215,Karnataka,Mangaluru,2023-10-17,NGO Partner,15-17,Mental Health Support,High,1,Nutrition Support,In Progress,Open,7268,1,Improved Access to Services
CWI-009646,Maharashtra,Nashik,2025-06-14,School,15-17,Health/Nutrition,Critical,2,Medical Referral,Completed,Closed,7125,1,Stabilized
CWI-003224,West Bengal,Asansol,2024-04-11,School,11-14,Family Reintegration,High,4,Shelter Referral,Pending,Referred,2583,3,Improved Access to Services
CWI-004057,Tamil Nadu,Chennai,2023-10-01,School,0-5,Emergency Shelter,Medium,6,Education Kit,Unable to Contact,Open,5079,0,Ongoing Support Needed
CWI-009512,Maharashtra,Mumbai,2024-10-09,School,0-5,Education Support,Medium,2,Medical Referral,Pending,Referred,3524,4,Referred to Specialist Agency
CWI-003000,Andhra Pradesh,Guntur,2024-09-13,Self/Family,11-14,Protection Concern,Critical,3,Education Kit,Completed,Closed,6389,2,Ongoing Support Needed
CWI-009025,Kerala,Kozhikode,2024-09-18,Childline/Helpline,15-17,Protection Concern,Medium,3,Nutrition Support,Completed,Referred,7107,8,Improved Access to Services
CWI-001232,delhi,North Delhi,2025-12-28,Healthcare Facility,11-14,Education Support,High,3,Medical Referral,Completed,Referred,626,4,Stabilized
CWI-001515,Uttar Pradesh,Kanpur,2024-11-22,School,11-14,Protection Concern,Low,2,Medical Referral,Completed,Open,1290,12,Improved Access to Services
CWI-002314,Karnataka,Mysuru,2024-08-21,Self/Family,0-5,Mental Health Support,Medium,1,Cash Support,Completed,Closed,5426,5,Referred to Specialist Agency
CWI-001452,WB,Siliguri,2023-03-24,School,15-17,Protection Concern,Medium,1,Nutrition Support,Pending,Open,3070,4,Referred to Specialist Agency
CWI-005268,Rajasthan,Jodhpur,2025-12-09,NGO Partner,11-14,Health/Nutrition,Medium,2,Counseling,Completed,Closed,3272,4,Unable to Verify Outcome
CWI-006132,west bengal,Siliguri,2025-08-22,Healthcare Facility,11-14,Mental Health Support,Medium,4,Medical Referral,Completed,Closed,7716,11,Stabilized
CWI-008532,telangana,Rangareddy,2025-04-22,NGO Partner,11-14,Mental Health Support,Low,5,Counseling,Completed,Open,1458,8,Ongoing Support Needed
CWI-006465,Delhi,West Delhi,2023-06-19,Self/Family,15-17,Education Support,Low,2,Family Counseling,Completed,Closed,3447,3,Improved Access to Services
CWI-000839,Maharashtra,Mumbai,2023-02-05,Police,15-17,Family Reintegration,High,3,Nutrition Support,Completed,Referred,6436,4,Stabilized
CWI-009916,Tamil Nadu,Coimbatore,2025-02-08,Community Worker,11-14,Emergency Shelter,Medium,3,Shelter Referral,Completed,Closed,1871,3,Stabilized
CWI-008262,Telangana,Karimnagar,2024-08-27,Childline/Helpline,15-17,Emergency Shelter,Medium,1,Shelter Referral,Completed,Closed,4755,6,Stabilized
CWI-006415,Delhi,New Delhi,2025-07-29,NGO Partner,11-14,Education Support,Medium,3,Education Kit,Completed,open,6162,7,Ongoing Support Needed
CWI-008505,West Bengal,Asansol,2023-11-26,School,11-14,Mental Health Support,Low,3,Nutrition Support,Completed,Closed,2661,7,Improved Access to Services
CWI-003568,Maharashtra,Nashik,2025-03-05,Healthcare Facility,11-14,Education Support,Low,3,Shelter Referral,Completed,Open,1619,17,Improved Access to Services
CWI-006002,Andhra Pradesh,Guntur,2025-12-21,Healthcare Facility,11-14,Protection Concern,Medium,4,Family Counseling,Completed,Closed,3297,4,Ongoing Support Needed
CWI-003088,Maharashtra,Mumbai,2023-11-17,Childline/Helpline,0-5,Health/Nutrition,Critical,2,Medical Referral,In Progress,Closed,10654,3,Referred to Specialist Agency
CWI-008644,Tamil Nadu,Madurai,2025-11-07,Childline/Helpline,6-10,Protection Concern,High,6,Family Counseling,Completed,Closed ,5753,2,Stabilized
CWI-001715,Tamil nadu,Coimbatore,2025-11-10,Childline/Helpline,11-14,Education Support,Low,2,Nutrition Support,Completed,Referred,3094,10,Improved Access to Services
CWI-000340,Uttar Pradesh,Kanpur,2023-10-18,Childline/Helpline,11-14,Emergency Shelter,Medium,5,Medical Referral,Completed,Open,6680,0,Stabilized
CWI-009564,West Bengal,Howrah,2024-01-25,Community Worker,0-5,Protection Concern,Medium,1,Medical Referral,Completed,Closed,3476,7,Stabilized
CWI-005943,Andhra Pradesh,Vijayawada,2024-09-23,Childline/Helpline,6-10,Emergency Shelter,High,2,Medical Referral,Unable to Contact,Open,8942,2,Improved Access to Services
CWI-009870,Uttar Pradesh,Prayagraj,2023-04-19,School,15-17,Education Support,Medium,4,Counseling,Completed,Open,8312,0,Stabilized
CWI-008103,Kerala,Kochi,2023-09-03,School,0-5,Health/Nutrition,Medium,6,Cash Support,Pending,Closed,4637,6,Stabilized
CWI-008489,Rajasthan,Kota,2023-11-26,Childline/Helpline,6-10,Family Reintegration,Critical,3,Counseling,Completed,Open,7780,3,Stabilized
CWI-000589,Karnataka,Belagavi,2025-05-16,Community Worker,11-14,Family Reintegration,Low,2,Counseling,In Progress,Open,5595,2,Referred to Specialist Agency
CWI-003366,Tamil Nadu,Madurai,2025-04-14,Childline/Helpline,0-5,Education Support,Medium,1,Medical Referral,Completed,Open,5299,0,Improved Access to Services
CWI-002671,West Bengal,Kolkata,2024-12-25,Childline/Helpline,6-10,Health/Nutrition,Medium,1,Education Kit,Completed,Closed,4507,5,Improved Access to Services
CWI-003590,Tamil Nadu,Madurai,2023-10-17,Healthcare Facility,11-14,Mental Health Support,Medium,5,Education Kit,Pending,Closed,4484,3,Stabilized
CWI-000035,Maharahstra,Nagpur,,Childline/Helpline,15-17,Education Support,Low,7,Counseling,Completed,Referred,2065,0,Improved Access to Services
CWI-000029,Andhra pradesh,Vijayawada,2024-09-03,Childline/Helpline,15-17,Health/Nutrition,Low,7,Cash Support,Pending,Referred,1926,11,Unable to Verify Outcome
CWI-008554,Kerala,Kollam,2024-02-11,Healthcare Facility,11-14,Education Support,Medium,6,Nutrition Support,Completed,Closed,4827,3,Improved Access to Services
CWI-008118,Tamil Nadu,Madurai,2023-02-16,NGO Partner,15-17,Mental Health Support,High,1,Medical Referral,Unable to Contact,Closed,3541,0,Stabilized
CWI-002171,Maharashtra,Mumbai,2024-01-27,Childline/Helpline,11-14,Protection Concern,Medium,1,Education Kit,Completed,Closed,5837,12,Referred to Specialist Agency
CWI-008378,Rajasthan,Ajmer,2023-11-07,Childline/Helpline,0-5,Emergency Shelter,Medium,7,Medical Referral,In Progress,Open,5866,9,Improved Access to Services
CWI-005621,maharashtra,Pune,2025-01-12,Healthcare Facility,11-14,Health/Nutrition,Low,2,Medical Referral,Completed,Open,3522,0,Unable to Verify Outcome
CWI-000890,West Bengal,Howrah,2024-08-19,Police,15-17,Mental Health Support,High,4,Medical Referral,Completed,Open,7994,0,Improved Access to Services
CWI-006490,Uttar Pradesh,Kanpur,2024-02-28,School,6-10,Emergency Shelter,Critical,2,Nutrition Support,Pending,Closed,8898,1,Improved Access to Services
CWI-003323,Kerala,Thiruvananthapuram,2025-08-21,School,6-10,Protection Concern,Medium,6,Counseling,In Progress,Open,2329,3,Ongoing Support Needed
CWI-009397,Delhi,West Delhi,2023-11-13,Childline/Helpline,15-17,Health/Nutrition,Medium,3,Family Counseling,In Progress,Closed,2799,3,Ongoing Support Needed
CWI-003515,Uttar Pradesh,Prayagraj,2023-12-06,Childline/Helpline,15-17,Protection Concern,Medium,3,Family Counseling,Completed,Closed,1948,2,Referred to Specialist Agency
CWI-004421,Tamil nadu,Tiruchirappalli,2023-03-08,NGO Partner,6-10,Family Reintegration,Medium,5,Counseling,Completed,Escalated,2381,4,Stabilized
CWI-008352,Uttar Pradesh,Lucknow,2023-11-02,Childline/Helpline,11-14,Mental Health Support,Low,3,Education Kit,Pending,Closed,3303,0,Unable to Verify Outcome
CWI-005362,Telangana,Nizamabad,2023-01-26,Community Worker,0-5,Emergency Shelter,Medium,2,Medical Referral,Completed,Closed,3324,1,Improved Access to Services
CWI-003734,Delhi,,2025-02-08,Community Worker,6-10,Education Support,Medium,7,Counseling,Completed,Open,5745,4,Unable to Verify Outcome
CWI-009464,Andhra Pradesh,Kurnool,2023-10-19,Self/Family,15-17,Education Support,Critical,2,Family Counseling,Completed,Closed,10340,3,Stabilized
CWI-007082,Rajasthan,Ajmer,2023-04-24,Police,6-10,Emergency Shelter,Critical,2,Counseling,In Progress,Open,6897,3,Ongoing Support Needed
CWI-001655,Uttar Pradesh,,2023-10-17,Self/Family,11-14,Education Support,High,5,Education Kit,Pending,Closed,5467,4,Stabilized
CWI-005033,Telangana,Hyderabad,2024-02-18,Self/Family,6-10,Family Reintegration,Medium,3,Counseling,Completed,Open,4933,2,Unable to Verify Outcome
CWI-000224,Uttar Pradesh,,2023-12-19,NGO Partner,11-14,Emergency Shelter,Medium,1,Family Counseling,Completed,Closed,3615,3,Stabilized
CWI-008626,Telangana,Warangal,2024-02-11,NGO Partner,6-10,Emergency Shelter,Medium,2,Shelter Referral,Pending,Closed,3841,0,Referred to Specialist Agency
CWI-006195,Telangana,Nizamabad,2025-06-03,Healthcare Facility,15-17,Health/Nutrition,Low,3,Nutrition Support,Completed,Open,4077,8,Improved Access to Services
CWI-001591,Karnataka,Mangaluru,2024-10-17,Community Worker,15-17,Education Support,High,3,Cash Support,Pending,Open,4587,0,Stabilized
CWI-005983,Rajasthan,Kota,2023-03-01,Healthcare Facility,15-17,Emergency Shelter,High,5,Counseling,Pending,Closed,5958,1,Improved Access to Services
CWI-003257,Andhra Pradesh,Kurnool,2024-08-16,Childline/Helpline,0-5,Education Support,High,3,Education Kit,Completed,Open,3981,1,Stabilized
CWI-006681,West Bengal,Siliguri,2025-11-13,Healthcare Facility,11-14,Health/Nutrition,High,3,Family Counseling,Pending,Referred,4644,5,Ongoing Support Needed
CWI-004771,West Bengal,,2025-09-17,Police,11-14,Education Support,Medium,2,Counseling,Pending,Closed,2708,1,Ongoing Support Needed
